,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,분류,고급/일반,내구/준내구/비내구,편의/선매/전문
365,B,5,513,B051303,LOCAL김치채소,Local배추,농산물,일반,비내구,편의
366,B,5,513,B051304,LOCAL김치채소,Local얼갈이,농산물,일반,비내구,편의
367,B,5,513,B051305,LOCAL김치채소,Local열무,농산물,일반,비내구,편의
368,B,5,514,B051401,샐러드/간편채소,간편구색,농산물,일반,비내구,편의
369,B,5,514,B051402,샐러드/간편채소,간편양념,농산물,일반,비내구,편의
370,B,5,514,B051403,샐러드/간편채소,드레싱,농산물,일반,비내구,편의
371,B,5,514,B051404,샐러드/간편채소,샐러드,농산물,일반,비내구,편의
372,B,38,3802,B380201,나물,생나물,농산물,일반,비내구,편의
373,B,38,3802,B380202,나물,도라지,농산물,일반,비내구,편의
374,B,38,3802,B380203,나물,건나물,농산물,일반,비내구,편의
375,B,38,3802,B380204,나물,삶은나물,농산물,일반,비내구,편의
376,B,38,3802,B380205,나물,해초,농산물,일반,비내구,편의
377,B,38,3802,B380206,나물,고사리,농산물,일반,비내구,편의
378,B,38,3802,B380207,나물,취나물,농산물,일반,비내구,편의
379,B,38,3802,B380208,나물,기타나물,농산물,일반,비내구,편의
380,B,38,3803,B380301,콩나물,콩나물,농산물,일반,비내구,편의
381,B,38,3803,B380302,콩나물,숙주나물,농산물,일반,비내구,편의
382,B,38,3803,B380303,콩나물,국산콩나물,농산물,일반,비내구,편의
383,B,38,3803,B380304,콩나물,수입콩나물,농산물,일반,비내구,편의
384,B,38,3803,B380305,콩나물,풀무원콩나물,농산물,일반,비내구,편의
385,B,38,3803,B380306,콩나물,대상종가집콩나물,농산물,일반,비내구,편의
386,B,38,3803,B380307,콩나물,씨제이콩나물,농산물,일반,비내구,편의
387,B,38,3805,B380501,간편채소,샐러드,농산물,일반,비내구,편의
388,B,38,3805,B380502,간편채소,간편양념,농산물,일반,비내구,편의
389,B,38,3805,B380503,간편채소,간편구색,농산물,일반,비내구,편의
390,B,38,3805,B380504,간편채소,드레싱,농산물,일반,비내구,편의
391,B,38,3806,B380601,묵,묵,농산물,일반,비내구,편의
392,B,38,3806,B380602,묵,풀무원 묵,농산물,일반,비내구,편의
393,B,38,3806,B380603,묵,대상종가집 묵,농산물,일반,비내구,편의
394,B,52,5201,B520101,과실과일,사과,농산물,일반,비내구,편의
395,B,52,5201,B520102,과실과일,배,농산물,일반,비내구,편의
396,B,52,5201,B520103,과실과일,감귤,농산물,일반,비내구,편의
397,B,52,5201,B520104,과실과일,포도,농산물,일반,비내구,편의
398,B,52,5201,B520105,과실과일,감,농산물,일반,비내구,편의
399,B,52,5201,B520106,과실과일,복숭아,농산물,일반,비내구,편의
400,B,52,5201,B520107,과실과일,자두,농산물,일반,비내구,편의
401,B,52,5201,B520108,과실과일,기타국산과일,농산물,일반,비내구,편의
402,B,52,5201,B520109,과실과일,밤,농산물,일반,비내구,편의
403,B,52,5201,B520110,과실과일,온라인 국산과일,농산물,일반,비내구,편의
404,B,52,5202,B520201,과채과일,참외,농산물,일반,비내구,편의
405,B,52,5202,B520202,과채과일,수박,농산물,일반,비내구,편의
406,B,52,5202,B520203,과채과일,딸기,농산물,일반,비내구,편의
407,B,52,5202,B520204,과채과일,토마토,농산물,일반,비내구,편의
408,B,52,5202,B520205,과채과일,메론,농산물,일반,비내구,편의
409,B,52,5204,B520401,친환경과일,친환경포도,농산물,일반,비내구,편의
410,B,52,5204,B520402,친환경과일,친환경딸기,농산물,일반,비내구,편의
411,B,52,5204,B520403,친환경과일,친환경배,농산물,일반,비내구,편의
412,B,52,5204,B520404,친환경과일,친환경메론,농산물,일반,비내구,편의
413,B,52,5204,B520405,친환경과일,친환경복숭아,농산물,일반,비내구,편의
414,B,52,5204,B520406,친환경과일,친환경사과,농산물,일반,비내구,편의
415,B,52,5204,B520407,친환경과일,친환경토마토,농산물,일반,비내구,편의
416,B,52,5204,B520408,친환경과일,친환경자두,농산물,일반,비내구,편의
417,B,52,5204,B520409,친환경과일,친환경감귤,농산물,일반,비내구,편의
418,B,52,5204,B520410,친환경과일,친환경참외,농산물,일반,비내구,편의
419,B,52,5204,B520411,친환경과일,친환경감,농산물,일반,비내구,편의
420,B,52,5204,B520412,친환경과일,친환경참다래,농산물,일반,비내구,편의
421,B,52,5204,B520413,친환경과일,친환경건과,농산물,일반,비내구,편의
422,B,52,5204,B520414,친환경과일,GAP감귤,농산물,일반,비내구,편의
423,B,52,5204,B520415,친환경과일,친환경기타과일,농산물,일반,비내구,편의
424,B,52,5205,B520501,감귤,PB감귤,농산물,일반,비내구,편의
425,B,52,5205,B520502,감귤,감귤기타,농산물,일반,비내구,편의
426,B,52,5205,B520503,감귤,노지감귤,농산물,일반,비내구,편의
427,B,52,5205,B520504,감귤,레드향,농산물,일반,비내구,편의
428,B,52,5205,B520505,감귤,천혜향,농산물,일반,비내구,편의
429,B,52,5205,B520506,감귤,하우스감귤,농산물,일반,비내구,편의
430,B,52,5205,B520507,감귤,한라봉,농산물,일반,비내구,편의
431,B,52,5205,B520508,감귤,황금향,농산물,일반,비내구,편의
432,B,52,5206,B520601,감,PB감,농산물,일반,비내구,편의
433,B,52,5206,B520602,감,규격감기타,농산물,일반,비내구,편의
434,B,52,5206,B520603,감,단감,농산물,일반,비내구,편의
435,B,52,5206,B520604,감,대봉시,농산물,일반,비내구,편의
436,B,52,5206,B520605,감,비규격감기타,농산물,일반,비내구,편의
437,B,52,5206,B520606,감,홍시,농산물,일반,비내구,편의
438,B,52,5207,B520701,복숭아,복숭아기타,농산물,일반,비내구,편의
439,B,52,5207,B520702,복숭아,부드러운복숭아,농산물,일반,비내구,편의
440,B,52,5207,B520703,복숭아,아삭한복숭아,농산물,일반,비내구,편의
441,B,52,5207,B520704,복숭아,천도복숭아,농산물,일반,비내구,편의
442,B,52,5208,B520801,자두,대석자두,농산물,일반,비내구,편의
443,B,52,5208,B520802,자두,자두기타,농산물,일반,비내구,편의
444,B,52,5208,B520803,자두,포모사,농산물,일반,비내구,편의
445,B,52,5209,B520901,토마토,PB토마토,농산물,일반,비내구,편의
446,B,52,5209,B520902,토마토,방울토마토,농산물,일반,비내구,편의
447,B,52,5209,B520903,토마토,완숙토마토,농산물,일반,비내구,편의
448,B,52,5209,B520904,토마토,찰토마토,농산물,일반,비내구,편의
449,B,52,5209,B520905,토마토,토마토기타,농산물,일반,비내구,편의
450,B,52,5210,B521001,포도,거봉포도,농산물,일반,비내구,편의
451,B,52,5210,B521002,포도,델라웨어포도,농산물,일반,비내구,편의
452,B,52,5210,B521003,포도,머루포도,농산물,일반,비내구,편의
453,B,52,5210,B521004,포도,캠벨포도,농산물,일반,비내구,편의
454,B,52,5210,B521005,포도,포도기타,농산물,일반,비내구,편의
455,B,52,5211,B521101,참외,PB참외,농산물,일반,비내구,편의
456,B,52,5211,B521102,참외,참외,농산물,일반,비내구,편의
457,B,52,5212,B521201,수박,PB수박,농산물,일반,비내구,편의
458,B,52,5212,B521202,수박,수박기타,농산물,일반,비내구,편의
459,B,52,5212,B521203,수박,씨없는수박,농산물,일반,비내구,편의
460,B,52,5212,B521204,수박,유명산지수박,농산물,일반,비내구,편의
461,B,52,5212,B521205,수박,일반수박,농산물,일반,비내구,편의
462,B,52,5212,B521206,수박,컬러수박,농산물,일반,비내구,편의
463,B,52,5213,B521301,딸기,딸기,농산물,일반,비내구,편의
464,B,52,5213,B521302,딸기,산딸기,농산물,일반,비내구,편의
465,B,52,5214,B521401,메론,PB메론,농산물,일반,비내구,편의
466,B,52,5214,B521402,메론,머스크메론,농산물,일반,비내구,편의
467,B,52,5214,B521403,메론,메론기타,농산물,일반,비내구,편의
468,B,53,5302,B530201,수입감귤과일,오렌지,농산물,일반,비내구,편의
469,B,53,5302,B530202,수입감귤과일,자몽,농산물,일반,비내구,편의
470,B,53,5302,B530203,수입감귤과일,레몬,농산물,일반,비내구,편의
471,B,53,5303,B530301,수입기타과일,아보가도,농산물,일반,비내구,편의
472,B,53,5303,B530302,수입기타과일,기타과일,농산물,일반,비내구,편의
473,B,53,5303,B530303,수입기타과일,쇼케이스과일,농산물,일반,비내구,편의
474,B,53,5303,B530304,수입기타과일,망고스틴,농산물,일반,비내구,편의
475,B,53,5303,B530305,수입기타과일,수입메론,농산물,일반,비내구,편의
476,B,53,5303,B530306,수입기타과일,야자,농산물,일반,비내구,편의
477,B,53,5303,B530307,수입기타과일,용과,농산물,일반,비내구,편의
478,B,53,5303,B530308,수입기타과일,블루베리,농산물,일반,비내구,편의
479,B,53,5304,B530401,열대과일,바나나,농산물,일반,비내구,편의
480,B,53,5304,B530402,열대과일,파인애플,농산물,일반,비내구,편의
481,B,53,5304,B530403,열대과일,망고,농산물,일반,비내구,편의
482,B,53,5305,B530501,키위/석류,참다래,농산물,일반,비내구,편의
483,B,53,5305,B530502,키위/석류,키위,농산물,일반,비내구,편의
484,B,53,5305,B530503,키위/석류,석류,농산물,일반,비내구,편의
485,B,53,5306,B530601,포도/체리,체리,농산물,일반,비내구,편의
486,B,53,5306,B530602,포도/체리,수입포도,농산물,일반,비내구,편의
487,B,53,5307,B530701,오렌지과일선물세트,오렌지과일선물세트,농산물,일반,비내구,편의
488,B,53,5308,B530801,오렌지,기타오렌지,농산물,일반,비내구,편의
489,B,53,5308,B530802,오렌지,남아공오렌지,농산물,일반,비내구,편의
490,B,53,5308,B530803,오렌지,미국고당도오렌지,농산물,일반,비내구,편의
491,B,53,5308,B530804,오렌지,미국일반오렌지,농산물,일반,비내구,편의
492,B,53,5308,B530805,오렌지,칠레오렌지,농산물,일반,비내구,편의
493,B,53,5309,B530901,자몽,남아공자몽,농산물,일반,비내구,편의
494,B,53,5309,B530902,자몽,미국자몽,농산물,일반,비내구,편의
495,B,53,5309,B530903,자몽,이스라엘자몽,농산물,일반,비내구,편의
496,B,53,5310,B531001,오렌지과일기타,간편과일,농산물,일반,비내구,편의
497,B,53,5310,B531002,오렌지과일기타,기타오렌지과일,농산물,일반,비내구,편의
498,B,53,5311,B531101,석류,미국석류,농산물,일반,비내구,편의
499,B,53,5312,B531201,레몬,북미레몬,농산물,일반,비내구,편의
500,B,53,5312,B531202,레몬,칠레레몬,농산물,일반,비내구,편의
501,B,55,5502,B550201,친환경채소,친환경쌈채소,농산물,일반,비내구,편의
502,B,55,5502,B550202,친환경채소,친환경엽채소,농산물,일반,비내구,편의
503,B,55,5502,B550203,친환경채소,친환경뿌리채소,농산물,일반,비내구,편의
504,B,55,5502,B550204,친환경채소,친환경열매채소,농산물,일반,비내구,편의
505,B,55,5502,B550205,친환경채소,친환경샐러드채소,농산물,일반,비내구,편의
506,B,55,5502,B550206,친환경채소,친환경양념채소,농산물,일반,비내구,편의
507,B,63,6309,B630901,특산물행사,미역특산물,농산물,일반,비내구,편의
508,B,63,6309,B630902,특산물행사,멸치특산물,농산물,일반,비내구,편의
509,B,63,6309,B630903,특산물행사,김특산물,농산물,일반,비내구,편의
510,B,64,6401,B640101,블루베리,블루베리(기타),농산물,일반,비내구,편의
511,B,64,6401,B640102,블루베리,칠레블루베리,농산물,일반,비내구,편의
512,B,64,6402,B640201,체리,미국 체리,농산물,일반,비내구,편의
513,B,64,6402,B640202,체리,체리 기타,농산물,일반,비내구,편의
514,B,64,6403,B640301,수입포도,미국기타포도,농산물,일반,비내구,편의
515,B,64,6403,B640302,수입포도,미국적포도,농산물,일반,비내구,편의
516,B,64,6403,B640303,수입포도,미국청포도,농산물,일반,비내구,편의
517,B,64,6403,B640304,수입포도,미국혼합포도,농산물,일반,비내구,편의
518,B,64,6403,B640305,수입포도,칠레기타포도,농산물,일반,비내구,편의
519,B,64,6403,B640306,수입포도,칠레적포도,농산물,일반,비내구,편의
520,B,64,6403,B640307,수입포도,칠레청포도,농산물,일반,비내구,편의
521,B,64,6403,B640308,수입포도,칠레혼합포도,농산물,일반,비내구,편의
522,B,64,6403,B640309,수입포도,페루기타포도,농산물,일반,비내구,편의
523,B,64,6403,B640310,수입포도,페루적포도,농산물,일반,비내구,편의
524,B,64,6403,B640311,수입포도,페루청포도,농산물,일반,비내구,편의
525,B,65,6501,B650101,열대과일기타,망고스틴,농산물,일반,비내구,편의
526,B,65,6501,B650102,열대과일기타,메론기타,농산물,일반,비내구,편의
527,B,65,6501,B650103,열대과일기타,아보카도,농산물,일반,비내구,편의
528,B,65,6501,B650104,열대과일기타,야자,농산물,일반,비내구,편의
529,B,65,6501,B650105,열대과일기타,용과,농산물,일반,비내구,편의
530,B,65,6501,B650106,열대과일기타,허니듀메론,농산물,일반,비내구,편의
531,B,65,6502,B650201,바나나,PB바나나,농산물,일반,비내구,편의
532,B,65,6502,B650202,바나나,고당도바나나,농산물,일반,비내구,편의
533,B,65,6502,B650203,바나나,기타바나나,농산물,일반,비내구,편의
534,B,65,6502,B650204,바나나,일반바나나,농산물,일반,비내구,편의
535,B,65,6503,B650301,파인애플,기타파인애플,농산물,일반,비내구,편의
536,B,65,6503,B650302,파인애플,필리핀파인애플,농산물,일반,비내구,편의
537,B,65,6504,B650401,망고,기타망고,농산물,일반,비내구,편의
538,B,65,6504,B650402,망고,대만애플망고,농산물,일반,비내구,편의
539,B,65,6504,B650403,망고,태국망고,농산물,일반,비내구,편의
540,B,65,6504,B650404,망고,필리핀망고,농산물,일반,비내구,편의
541,B,65,6505,B650501,키위,국산골드키위,농산물,일반,비내구,편의
542,B,65,6505,B650502,키위,국산그린키위,농산물,일반,비내구,편의
543,B,65,6505,B650503,키위,기타키위,농산물,일반,비내구,편의
544,B,65,6505,B650504,키위,뉴질랜드골드키위,농산물,일반,비내구,편의
545,B,65,6505,B650505,키위,뉴질랜드그린키위,농산물,일반,비내구,편의
546,B,65,6505,B650506,키위,이탈리아골드키위,농산물,일반,비내구,편의
547,B,65,6505,B650507,키위,이탈리아그린키위,농산물,일반,비내구,편의
548,B,65,6505,B650508,키위,칠레골드키위,농산물,일반,비내구,편의
549,B,65,6505,B650509,키위,칠레그린키위,농산물,일반,비내구,편의
550,B,65,6506,B650601,열대과일선물세트,열대과일선물세트,농산물,일반,비내구,편의
551,B,72,7201,B720101,잡곡,보리류,농산물,일반,비내구,편의
552,B,72,7201,B720102,잡곡,슈퍼푸드잡곡류,농산물,일반,비내구,편의
553,B,72,7201,B720103,잡곡,잡곡기타,농산물,일반,비내구,편의
