고객번호,fluctuation,Monetary,cagr,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,A_fluctuation,B_fluctuation,C_fluctuation,D_fluctuation,고급_fluctuation,일반_fluctuation,편의_fluctuation,선매_fluctuation,전문_fluctuation,predict
167,-1.0,36139920.0,0.1436235154162297,44148330.0,69980.0,0.0,49300.0,0.001,0.001,0.001,0.001,-1.0,-1.0,-2.0,-1.0,-5.0,0
168,1.0,62561059.0,-0.1130344611525168,83444080.0,356870.0,1432520.0,0.0,1.0,-1.0,0.0,0.001,1.0,2.0,2.0,1.0,0.0,0
169,-2.0,5413290.0,0.2002145332826455,2211270.0,5950687.0,234184.0,0.0,-4.0,-1.0,1.0,0.001,-1.0,-3.0,-3.0,-1.0,-4.0,1
170,0.0,10951580.0,0.0204678835653275,862000.0,13493273.0,54970.0,0.0,-4.0,0.0,0.001,0.001,-1.0,1.0,1.0,0.0,-2.0,0
171,-2.0,23682120.0,0.2661689388231532,27573380.0,762980.0,62030.0,0.0,-2.0,1.0,-2.0,0.001,-2.0,-1.0,0.0,-2.0,-3.0,1
172,0.0,18126669.0,-0.0137183879134584,17765010.0,4781040.0,24990.0,0.0,1.0,-1.0,0.001,0.001,1.0,0.0,1.0,1.0,-4.0,0
173,1.0,9418103.0,-0.0330001869569871,2582400.0,656896.0,8818920.0,0.0,1.0,0.001,0.0,0.001,1.0,0.0,0.0,2.0,0.0,0
174,0.0,38700.0,-1.0,335300.0,89900.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0
175,-1.0,26368307.0,0.0918983384608553,7233310.0,27763005.0,10400.0,0.0,-3.0,0.0,0.001,0.001,-1.0,0.0,0.0,0.0,-2.0,1
176,1.0,6401375.0,-0.0286941975398814,1325420.0,256048.0,6534459.0,0.0,1.0,-2.0,0.0,0.001,1.0,0.0,1.0,1.0,0.0,0
177,2.0,67688816.0,-0.1708580675964679,92568260.0,1415050.0,29920.0,0.0,2.0,-3.0,0.001,0.001,2.0,1.0,1.0,1.0,5.0,0
178,0.0,14571294.0,0.0670714551636808,6996390.0,12924059.0,370486.0,0.0,0.0,-1.0,-3.0,0.001,0.0,-1.0,-1.0,0.0,0.0,1
179,0.0,36467658.0,0.0088381884785193,47165630.0,2417668.0,0.0,10400.0,0.001,0.001,0.001,0.001,-1.0,-1.0,1.0,-1.0,0.0,0
180,1.0,39899390.0,-0.0651655754217414,53201660.0,137200.0,53750.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,2.0,0.0,0.0,0
181,-2.0,47368640.0,0.20069609004232,66675700.0,1035411.0,149503.0,0.0,0.001,0.001,0.001,0.001,-2.0,-2.0,0.0,0.0,-5.0,1
182,0.0,66776527.0,0.0644157970113119,79256640.0,3040624.0,0.0,30350.0,-1.0,-5.0,0.001,0.001,-1.0,1.0,0.0,-1.0,0.0,0
183,1.0,10192043.0,-0.0553449721567528,261900.0,13160908.0,35760.0,0.0,0.001,1.0,0.001,0.001,1.0,1.0,2.0,1.0,1.0,0
184,6.0,27960881.0,-0.4264279343215,36816930.0,926667.0,65560.0,0.0,0.001,0.001,0.001,0.001,4.0,3.0,4.0,3.0,5.0,0
185,-1.0,10568935.0,0.1078280694991922,282700.0,10560967.0,82200.0,0.0,0.001,-2.0,0.001,0.001,-2.0,0.0,0.0,-2.0,-2.0,0
186,1.0,51467435.0,-0.139492387988096,73790900.0,3807579.0,200024.0,0.0,2.0,-1.0,-3.0,0.001,1.0,2.0,2.0,0.0,1.0,0
187,-1.0,11614743.0,0.066168959238918,19329890.0,743034.0,242954.0,0.0,0.001,0.001,0.001,0.001,-1.0,0.0,-2.0,0.0,-1.0,1
188,-1.0,11150467.0,0.0886291783358932,903840.0,1687180.0,12779279.0,0.0,-3.0,-1.0,-1.0,0.001,-1.0,-1.0,-1.0,-2.0,0.0,1
189,0.0,84367420.0,0.0163494530222763,98360030.0,110930.0,0.0,850220.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,-1.0,0.0,0
190,1.0,33199240.0,-0.1076863284186617,49367960.0,143963.0,0.0,0.0,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,0.0,0
191,-1.0,61587500.0,0.104228787388074,88303230.0,59200.0,41800.0,0.0,0.001,0.001,0.001,0.001,-1.0,1.0,0.0,0.0,0.0,1
192,0.0,32416138.0,0.0312876891260018,38140900.0,3863220.0,230118.0,8000.0,0.001,0.001,0.001,0.001,0.0,-1.0,-1.0,0.0,0.0,0
193,0.0,7788441.0,-0.0133827553137284,519280.0,9799444.0,50613.0,0.0,0.001,0.0,0.001,0.001,0.0,1.0,1.0,-1.0,-1.0,1
194,0.0,11522777.0,-0.0116851462162445,4067710.0,11036360.0,8367.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,0
195,-2.0,5280858.0,0.2143422919742692,80300.0,6988100.0,6480.0,0.0,0.001,-1.0,0.001,0.001,0.0,-4.0,-3.0,0.0,-2.0,1
196,1.0,23903539.0,-0.110050399945523,24192130.0,4847512.0,2237619.0,3000.0,1.0,-1.0,0.0,-2.0,1.0,2.0,0.0,1.0,-1.0,0
197,-3.0,80018637.0,0.4019908224491517,93265040.0,4029492.0,15550.0,24000.0,-3.0,-1.0,0.001,-3.0,-2.0,-1.0,-1.0,-1.0,0.0,1
198,1.0,11342636.0,-0.037918673038739,9371130.0,4894985.0,52190.0,0.0,0.0,0.0,0.001,0.001,0.0,-1.0,0.0,1.0,-1.0,0
199,1.0,15618695.0,-0.0551528463552464,6556600.0,10960448.0,1197376.0,0.0,0.0,1.0,0.0,0.001,0.0,2.0,1.0,1.0,0.0,0
200,4.0,9615442.0,-0.2319788770025321,7442520.0,1219569.0,3972710.0,0.0,3.0,0.0,1.0,0.001,3.0,3.0,3.0,2.0,0.0,0
201,-1.0,92477830.0,-0.0039377545132841,122184390.0,563160.0,469354.0,0.0,0.0,-4.0,-5.0,0.001,0.0,0.0,0.0,0.0,0.0,0
202,0.0,69559437.0,0.0502516815423519,96401140.0,5800.0,5876429.0,0.0,-1.0,0.001,-1.0,0.001,0.0,0.0,-1.0,0.0,0.0,1
203,1.0,5336377.0,0.0001348836196533,78500.0,6664283.0,23960.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,1.0,0.0,0
204,0.0,17223051.0,0.0096662853572035,14035100.0,10224229.0,13560.0,0.0,0.0,-1.0,0.001,0.001,0.0,-1.0,0.0,0.0,-1.0,1
205,1.0,17877320.0,-0.0909089143906332,13566960.0,10562555.0,946646.0,9260.0,1.0,1.0,0.0,0.001,1.0,1.0,0.0,1.0,-3.0,0
206,-1.0,11746143.0,0.0791745839447497,5390950.0,10700996.0,400424.0,0.0,0.0,0.0,0.001,0.001,-1.0,0.0,0.0,-2.0,0.0,1
207,-1.0,6244378.0,0.0792771309823077,107500.0,7939592.0,990.0,2000.0,0.001,-1.0,0.001,0.001,-1.0,-1.0,-1.0,-1.0,3.0,1
208,7.0,59851040.0,-0.478716943809494,69371380.0,748010.0,10450.0,0.0,0.001,0.001,0.001,0.001,5.0,5.0,1.0,3.0,2.0,0
209,0.0,13418932.0,0.0179911860596027,17393170.0,414118.0,111394.0,0.0,0.0,0.0,-3.0,0.001,0.0,0.0,0.0,1.0,-3.0,0
210,0.0,4844662.0,0.0464521685473511,724940.0,4464081.0,1013746.0,0.0,0.0,0.0,-1.0,0.001,-1.0,0.0,0.0,0.0,0.0,1
211,-4.0,15795764.0,0.4036604849817367,21271900.0,177900.0,139314.0,0.0,0.001,0.001,0.001,0.001,-5.0,0.0,1.0,-7.0,-5.0,1
212,0.0,16323831.0,-0.0380804058786115,7804540.0,93600.0,12640192.0,0.0,0.0,0.001,0.0,0.001,1.0,0.0,1.0,0.0,0.0,0
213,-1.0,34886680.0,0.147612161960714,25277880.0,18478674.0,4126199.0,0.0,-1.0,-1.0,-1.0,0.001,-1.0,-1.0,0.0,-1.0,-1.0,1
214,1.0,14961767.0,-0.0499252184168762,18711850.0,162000.0,2080756.0,0.0,0.0,0.001,0.0,0.001,1.0,-1.0,-1.0,1.0,0.0,0
215,-1.0,11130477.0,0.0779076059646279,5112340.0,9177189.0,0.0,0.0,-1.0,0.0,0.001,0.001,0.0,-1.0,-1.0,0.0,-1.0,1
216,0.0,8990247.0,-0.0059067747368668,2313330.0,9339762.0,22640.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,1.0,-1.0,3.0,1
217,0.0,8788560.0,0.0083494367014329,13431010.0,966720.0,14240.0,0.0,0.001,0.001,0.001,0.001,1.0,-1.0,-1.0,1.0,1.0,1
218,0.0,159136781.0,0.0341820967117878,209640160.0,3091540.0,0.0,117500.0,0.0,-4.0,0.001,-3.0,0.0,3.0,3.0,0.0,0.0,1
219,0.0,38266982.0,-0.0483212263791441,46204900.0,4620870.0,14320.0,0.0,1.0,-4.0,0.001,0.001,0.0,-2.0,-2.0,0.0,2.0,0
220,-1.0,14694155.0,0.075087503580435,786300.0,18513431.0,28560.0,0.0,-4.0,0.0,0.001,0.001,-1.0,0.0,0.0,-1.0,-1.0,1
221,-1.0,8244531.0,0.0406441212357102,1610060.0,9077298.0,25060.0,0.0,-3.0,0.0,-4.0,0.001,0.0,-1.0,-1.0,0.0,0.0,1
222,-2.0,59982062.0,0.1922571117745906,68653470.0,5438407.0,1996481.0,0.0,-1.0,1.0,-5.0,0.001,-2.0,0.0,2.0,-2.0,0.0,1
223,-2.0,122772140.0,0.3451379335273126,136407520.0,175470.0,9220.0,0.0,0.001,0.001,0.001,0.001,-2.0,-2.0,-5.0,-2.0,0.0,1
224,0.0,109917365.0,0.0108030952576914,175692340.0,1426611.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,-5.0,0
225,1.0,121221967.0,-0.0961422699278871,167680060.0,749437.0,51110.0,0.0,0.0,1.0,-3.0,0.001,0.0,4.0,1.0,0.0,5.0,0
226,1.0,8703322.0,-0.0546695485655455,2323320.0,8614050.0,185000.0,0.0,0.001,0.0,-2.0,0.001,0.0,2.0,2.0,0.0,-1.0,0
227,0.0,4823634.0,-0.0162221141111023,272400.0,0.0,5686340.0,0.0,0.001,0.001,0.0,0.001,1.0,0.0,0.0,1.0,0.001,1
228,-2.0,8944247.0,0.211952520452364,554950.0,11998925.0,195259.0,0.0,-3.0,-2.0,-4.0,0.001,-1.0,-3.0,-3.0,-1.0,-2.0,1
229,-1.0,61459080.0,0.0457166923521887,73146560.0,76150.0,149210.0,0.0,0.001,0.001,0.001,0.001,0.0,-2.0,1.0,-1.0,0.0,0
230,0.0,10809280.0,0.0036784272033043,13825780.0,339070.0,89280.0,3600.0,0.001,0.001,0.001,0.001,0.0,-3.0,-3.0,2.0,-2.0,0
231,2.0,8502263.0,-0.0904511303046108,2197140.0,8355304.0,7980.0,0.0,-3.0,1.0,0.001,0.001,3.0,0.0,0.0,2.0,4.0,0
232,1.0,8191676.0,-0.0414960223458046,1106610.0,72900.0,8717306.0,0.0,-2.0,-2.0,0.0,0.001,3.0,0.0,0.0,3.0,0.0,0
233,-1.0,16738808.0,0.1470965044142258,11427010.0,97260.0,9200550.0,0.0,-5.0,0.001,0.0,0.001,-2.0,-1.0,0.0,-3.0,0.0,1
234,-2.0,28335288.0,0.3610209109541094,31183370.0,1504036.0,331642.0,0.0,-3.0,-1.0,0.001,0.001,-3.0,1.0,1.0,-3.0,3.0,1
235,0.0,33394253.0,-0.0193405033179703,38667640.0,104900.0,2807764.0,0.0,0.0,-3.0,1.0,0.001,0.0,2.0,0.0,1.0,0.0,0
236,0.0,5668516.0,0.037421996976211,565100.0,344200.0,7944732.0,0.0,0.001,0.001,-1.0,0.001,0.0,0.0,0.0,-3.0,0.0,1
237,-1.0,43856890.0,0.0840531432252711,63508240.0,142800.0,3049902.0,20000.0,0.001,0.001,0.001,0.001,0.0,-3.0,-3.0,0.0,0.0,1
238,1.0,15144560.0,-0.0965954933529739,16588840.0,47900.0,12700.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,1.0,-1.0,5.0,0
239,1.0,110114054.0,-0.10149599340253,157701230.0,657430.0,144644.0,0.0,1.0,-4.0,-4.0,0.001,0.0,3.0,2.0,0.0,0.0,0
240,2.0,14842960.0,-0.214273932696162,20480710.0,162590.0,0.0,21200.0,0.001,0.001,0.001,0.001,1.0,2.0,2.0,0.0,3.0,0
241,-1.0,53438810.0,0.2001876624040683,69721110.0,377040.0,27250.0,0.0,0.001,0.001,0.001,0.001,-1.0,-1.0,0.0,-2.0,4.0,1
242,-1.0,7998376.0,0.1148017005472563,617800.0,9205123.0,34970.0,0.0,0.001,-2.0,0.001,0.001,-1.0,-2.0,-2.0,0.0,-2.0,1
243,-2.0,5583063.0,0.1483718084827825,1290300.0,6423696.0,37230.0,0.0,-2.0,-1.0,-3.0,0.001,-2.0,-2.0,-1.0,-1.0,-1.0,1
244,-3.0,31750340.0,0.4239255659968157,38998110.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,-2.0,-6.0,-4.0,-1.0,-5.0,1
245,0.0,21671471.0,0.0337114792263588,19763640.0,55880.0,7304933.0,0.0,0.0,-2.0,0.0,0.001,0.0,0.0,0.0,0.0,-4.0,1
246,-2.0,60375277.0,0.1916904531888703,69212230.0,3170097.0,5640.0,0.0,-2.0,-4.0,0.001,0.001,-1.0,-5.0,-5.0,0.0,0.0,1
247,1.0,19168969.0,-0.0308180071667513,20998390.0,2799969.0,318295.0,0.0,0.0,-1.0,-2.0,0.001,1.0,1.0,1.0,0.0,4.0,0
248,0.0,24581502.0,-0.0277478328247229,25606800.0,8513995.0,634098.0,0.0,0.0,0.0,0.001,0.001,1.0,-1.0,0.0,0.0,0.0,0
249,-1.0,75585932.0,0.1189314544431936,142498060.0,150240.0,60262.0,10450.0,0.001,0.001,0.001,0.001,-1.0,2.0,1.0,1.0,0.0,1
250,0.0,102754740.0,0.0307286500597381,122756630.0,237260.0,697956.0,0.0,0.001,0.001,0.001,0.001,0.0,-6.0,-1.0,0.0,0.0,0
251,0.0,38054575.0,0.0313683283548451,52857930.0,40370.0,904235.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,-2.0,0.0,0.0,1
252,2.0,8112510.0,-0.2369276923113167,11564080.0,199356.0,9680.0,4050.0,0.001,0.001,0.001,0.001,3.0,2.0,1.0,5.0,0.0,0
253,0.0,48089950.0,0.0590593108352199,77444310.0,0.0,83761.0,0.0,0.001,0.001,0.001,0.001,-1.0,3.0,-1.0,0.0,0.0,1
254,0.0,108742992.0,-0.0093168809165834,129693980.0,256242.0,31940.0,0.0,-1.0,-1.0,-3.0,0.001,0.0,3.0,1.0,2.0,0.0,0
255,1.0,87598684.0,-0.1612143408939215,123892540.0,696677.0,599959.0,0.0,1.0,-4.0,0.001,0.001,1.0,1.0,2.0,2.0,0.0,0
256,0.0,156264098.0,-0.1099017671248502,224929650.0,903048.0,3631160.0,0.0,0.0,-5.0,-1.0,0.001,0.0,0.0,0.0,0.0,0.0,0
257,1.0,11362930.0,-0.0185442748523955,1337690.0,14677537.0,141755.0,0.0,-3.0,1.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,1
258,0.0,251562010.0,0.0970900107425487,390903320.0,239890.0,1011530.0,0.0,0.0,0.001,1.0,0.001,0.0,-1.0,-5.0,0.0,0.0,1
259,4.0,29523203.0,-0.3264579660904916,18250080.0,17699545.0,109413.0,0.0,0.001,2.0,0.001,0.001,4.0,3.0,2.0,6.0,2.0,0
260,1.0,9156845.0,-0.0894118506640145,1541450.0,11258475.0,120883.0,0.0,1.0,1.0,0.001,0.001,2.0,2.0,2.0,1.0,1.0,0
261,1.0,20932071.0,-0.1245803663403227,29699950.0,887121.0,59030.0,13800.0,0.0,0.001,-4.0,0.001,0.0,3.0,0.0,1.0,2.0,0
262,0.0,29765313.0,-0.0521831517505406,36048490.0,760903.0,5700.0,0.0,0.001,0.001,0.001,0.001,1.0,-2.0,-1.0,1.0,4.0,0
263,-1.0,4913208.0,0.0844929004102821,277000.0,6290181.0,319470.0,0.0,-3.0,0.0,-1.0,0.001,0.0,-1.0,-1.0,0.0,-1.0,1
264,-1.0,9685019.0,0.0456827618690012,3025340.0,4020774.0,4780987.0,0.0,-3.0,1.0,0.0,0.001,0.0,-1.0,-1.0,-1.0,0.001,1
265,0.0,136947950.0,-0.1478819127577911,202039040.0,0.0,190420.0,0.0,0.001,0.001,0.001,0.001,0.0,4.0,0.0,0.0,0.0,0
266,0.0,35010776.0,-0.0113031702366704,41446400.0,81127.0,878529.0,0.0,-1.0,0.001,1.0,0.001,0.0,-1.0,0.0,1.0,-1.0,0
267,1.0,39141430.0,-0.1593027497002893,49202280.0,1093440.0,40400.0,0.0,0.001,0.001,0.001,0.001,1.0,1.0,2.0,2.0,-5.0,0
268,1.0,36470512.0,-0.1809666143926428,48369590.0,4074256.0,2531463.0,0.0,2.0,1.0,-1.0,0.001,1.0,-2.0,-2.0,0.0,5.0,0
269,1.0,56336197.0,-0.0614301603822576,32682660.0,191210.0,41380790.0,0.0,1.0,-3.0,0.0,0.001,1.0,0.0,0.0,0.0,5.0,0
270,0.0,6964006.0,0.0219292260353716,608000.0,8328177.0,32930.0,0.0,0.0,0.0,0.001,0.001,-1.0,1.0,1.0,0.0,-2.0,0
271,1.0,42223970.0,-0.1726742420179463,80969870.0,20330.0,0.0,3600.0,0.001,0.001,0.001,0.001,1.0,4.0,5.0,1.0,0.0,0
272,-1.0,21877416.0,0.1086513704159715,12807170.0,18586548.0,4280.0,0.0,0.0,-2.0,0.001,0.001,-1.0,-2.0,-1.0,-1.0,1.0,1
273,0.0,56718283.0,-0.0848605735932686,69972170.0,2538653.0,72790.0,0.0,1.0,-5.0,-4.0,0.001,0.0,1.0,2.0,1.0,-5.0,0
274,0.0,4718443.0,0.0732873840771339,64000.0,5931790.0,25710.0,0.0,-1.0,0.0,0.001,0.001,-1.0,0.0,0.0,0.0,-1.0,1
275,0.0,43218024.0,0.0373896338613259,37386170.0,4249220.0,14669063.0,0.0,-1.0,-1.0,1.0,0.001,-1.0,0.0,0.0,0.0,0.0,1
276,2.0,9518600.0,-0.0987457922160492,2354840.0,481440.0,8450446.0,0.0,0.001,0.001,1.0,0.001,0.0,3.0,2.0,1.0,0.0,0
277,1.0,15389853.0,-0.0914443318453959,14518010.0,4742201.0,20070.0,0.0,0.0,0.0,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0
278,1.0,3873158.0,-0.0441462832611363,495600.0,25850.0,4909223.0,0.0,0.001,0.001,0.0,0.001,1.0,1.0,1.0,1.0,0.001,0
279,2.0,42338370.0,-0.2308427613320733,54727050.0,8200.0,46220.0,0.0,0.001,0.001,0.001,0.001,2.0,2.0,2.0,2.0,5.0,0
280,0.0,52973884.0,-0.0847988394926775,68338610.0,624263.0,56800.0,0.0,0.001,0.001,0.001,0.001,0.0,4.0,5.0,0.0,0.0,0
281,-2.0,72077366.0,0.3209761649090143,86046710.0,1602368.0,3083259.0,0.0,-3.0,-1.0,1.0,0.001,-2.0,-3.0,-3.0,-1.0,-1.0,1
282,0.0,35065429.0,-0.0202383935345464,50479850.0,630688.0,42190.0,0.0,0.0,-4.0,0.001,0.001,0.0,2.0,2.0,0.0,-3.0,1
283,0.0,101367710.0,-0.0096799032092602,140643230.0,142800.0,15020.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,-1.0,0.0,0
284,0.0,1980913.0,0.372585665017666,20000.0,2851023.0,43208.0,0.0,0.001,0.001,0.001,0.001,-3.0,0.0,-1.0,-1.0,0.001,1
285,-1.0,4650318.0,0.1439105326411902,3908200.0,1924454.0,24250.0,0.0,0.001,0.001,0.001,0.001,-2.0,0.0,1.0,-2.0,0.0,1
286,0.0,24221507.0,0.0053105605347829,28312470.0,3341267.0,25400.0,0.0,-1.0,-1.0,0.001,0.001,0.0,-1.0,-2.0,1.0,-2.0,0
287,0.0,7012800.0,0.0028149644474531,1052100.0,8031828.0,9190.0,0.0,-4.0,-1.0,-2.0,0.001,0.0,1.0,0.0,0.0,-4.0,0
288,0.0,27610263.0,-0.0028135796861392,12646560.0,23426647.0,30740.0,0.0,0.0,-2.0,0.001,0.001,0.0,0.0,-1.0,0.0,3.0,1
289,1.0,14549930.0,-0.0534559299481109,15472650.0,2213730.0,48040.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,1.0,1.0,0.0,0
290,-1.0,10329346.0,0.1545901655457537,140400.0,12238407.0,0.0,0.0,0.001,-2.0,0.001,0.001,0.0,-3.0,-3.0,-1.0,0.0,1
291,-1.0,8999981.0,0.0492943516888597,337300.0,12078225.0,152700.0,0.0,-2.0,0.0,0.001,0.001,-1.0,1.0,0.0,0.0,-4.0,1
292,0.0,62371073.0,-0.0243738752604439,84499830.0,447919.0,131910.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,1.0,0.0,0.0,0
293,-1.0,17129786.0,0.1455972590537704,19147440.0,5560746.0,7230.0,0.0,-2.0,0.0,0.001,0.001,-1.0,-1.0,-1.0,-1.0,0.0,1
294,-2.0,49056630.0,0.3119319892299783,62524980.0,83200.0,95360.0,13500.0,-2.0,0.001,0.001,0.001,-2.0,-5.0,-2.0,-3.0,0.0,1
295,0.0,31327465.0,0.0035070792193123,32093140.0,1932929.0,19090.0,0.0,0.001,0.001,0.001,0.001,0.0,-4.0,-2.0,0.0,0.0,0
296,2.0,51788666.0,-0.2440546845020442,77016670.0,21440.0,1221776.0,0.0,2.0,-1.0,-1.0,0.001,2.0,3.0,5.0,2.0,2.0,0
297,0.0,44385795.0,-0.0378292166448388,61494810.0,12500.0,2793404.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0
298,0.0,115807007.0,-0.0358842657622382,145451210.0,99470.0,3578741.0,0.0,1.0,0.001,0.0,0.001,0.0,1.0,2.0,0.0,0.0,0
299,2.0,12965976.0,-0.1158965978031345,18024290.0,2718218.0,7920.0,0.0,0.0,0.0,-2.0,0.001,2.0,0.0,-1.0,2.0,0.0,0
300,0.0,18009368.0,0.0063170988727487,1015300.0,22973485.0,31092.0,0.0,-4.0,1.0,0.001,0.001,0.0,1.0,1.0,-1.0,0.0,0
301,1.0,26567733.0,-0.0774406282961104,39723190.0,753103.0,0.0,208700.0,1.0,0.001,0.001,0.001,0.0,3.0,3.0,0.0,0.0,0
302,1.0,28616298.0,-0.0769556480258942,36762140.0,369400.0,1370325.0,0.0,0.001,0.001,0.001,0.001,1.0,0.0,2.0,0.0,0.0,0
303,0.0,19419995.0,0.0242894797846358,18157550.0,10581216.0,309474.0,15310.0,0.0,0.0,-4.0,-4.0,0.0,-1.0,0.0,1.0,-4.0,1
304,-3.0,115236266.0,0.4037013024893507,140210550.0,4009876.0,174470.0,0.0,0.001,0.001,0.001,0.001,-3.0,-6.0,-6.0,-3.0,-4.0,1
305,-1.0,99153538.0,0.075194377148678,118433150.0,1278822.0,4824247.0,0.0,-1.0,0.0,0.0,0.001,-1.0,2.0,-1.0,-1.0,-5.0,0
306,-2.0,46194510.0,0.236956220866898,60760520.0,304700.0,6690.0,0.0,0.001,0.001,0.001,0.001,-1.0,-5.0,-4.0,-1.0,-4.0,1
307,1.0,47891408.0,-0.137538703409988,53430700.0,3056228.0,4980.0,20300.0,1.0,-4.0,0.001,0.001,1.0,1.0,-1.0,1.0,5.0,0
308,3.0,20874652.0,-0.2101921235694528,23889250.0,242677.0,942715.0,0.0,1.0,-3.0,0.0,0.001,2.0,3.0,4.0,2.0,3.0,0
309,1.0,66724048.0,-0.0976943666310441,83654930.0,437378.0,752740.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,1.0,1.0,-2.0,0
310,0.0,14998914.0,0.0186501146954476,12407380.0,8263756.0,115971.0,0.0,0.0,-1.0,-3.0,0.001,0.0,-1.0,-1.0,-1.0,1.0,0
311,1.0,32090236.0,-0.1468840959113698,39846020.0,510204.0,374026.0,0.0,1.0,-3.0,0.001,0.001,1.0,2.0,3.0,0.0,2.0,0
312,2.0,14153824.0,-0.0850422865440891,1024900.0,128330.0,14125044.0,0.0,-3.0,0.001,1.0,0.001,-1.0,2.0,2.0,-1.0,0.0,0
313,1.0,45905802.0,-0.0892220147277021,64535950.0,6867522.0,1852533.0,0.0,0.0,1.0,1.0,0.001,1.0,0.0,2.0,1.0,0.0,1
314,1.0,42178840.0,-0.1295156945946127,136892180.0,43300.0,99890.0,0.0,0.001,0.001,0.001,0.001,1.0,3.0,2.0,1.0,0.0,1
315,0.0,159342262.0,0.0904804821491438,234511770.0,1273692.0,3488613.0,0.0,0.0,-4.0,-1.0,0.001,0.0,1.0,1.0,1.0,0.0,1
316,-2.0,40700901.0,0.401015308881389,138016940.0,1672226.0,2620691.0,0.0,-3.0,1.0,0.0,0.001,-3.0,0.0,0.0,-4.0,5.0,1
317,0.0,26244067.0,0.0415187113187234,30133710.0,2745516.0,1362700.0,0.0,-1.0,0.0,0.0,0.001,0.0,-1.0,0.0,1.0,-5.0,1
318,0.0,20890830.0,0.005615575525824,26685150.0,72600.0,8570.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0
319,0.0,39250570.0,-0.0382926688507186,56143820.0,28500.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,4.0,2.0,0.0,-3.0,1
320,0.0,15803765.0,0.0440411913592901,19690820.0,1604224.0,228438.0,0.0,0.0,-1.0,0.001,0.001,-1.0,-1.0,-1.0,-1.0,-3.0,1
321,1.0,52371906.0,-0.0549376935799793,67182550.0,3265111.0,8068836.0,0.0,0.001,0.001,0.001,0.001,1.0,-2.0,-3.0,1.0,-1.0,0
322,-1.0,21327280.0,0.1517585447466907,5611880.0,21439205.0,13980.0,0.0,0.0,-1.0,-3.0,0.001,0.0,-1.0,-1.0,0.0,0.0,1
323,1.0,56143952.0,-0.2005507098788617,72752990.0,6280012.0,578090.0,0.0,2.0,-1.0,-3.0,0.001,1.0,0.0,1.0,2.0,1.0,0
324,-2.0,71564657.0,0.1793595583147473,80032010.0,7647504.0,274040.0,0.0,-2.0,0.0,-4.0,0.001,-2.0,2.0,-2.0,-1.0,-1.0,1
325,2.0,29121898.0,-0.1747760336810785,38417480.0,1491464.0,249344.0,0.0,1.0,-1.0,0.001,0.001,1.0,4.0,0.0,1.0,0.0,0
326,1.0,33166380.0,-0.0955457091876846,41300770.0,3591068.0,0.0,8200.0,1.0,-2.0,0.001,-3.0,1.0,0.0,-1.0,0.0,1.0,0
327,0.0,61878024.0,-0.0275776988091198,79384490.0,513664.0,10420.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,-3.0,-2.0,0.0,0
328,0.0,39386360.0,0.0151691775777995,51355550.0,119100.0,16900.0,0.0,0.001,0.001,0.001,0.001,-1.0,0.0,0.0,0.0,0.0,0
329,1.0,43119755.0,-0.1400555783685084,57070280.0,3625691.0,2762061.0,0.0,2.0,-1.0,1.0,0.001,2.0,-2.0,-1.0,0.0,3.0,0
330,-4.0,6652129.0,0.6790557265824453,1301520.0,6857821.0,73710.0,0.0,0.0,-7.0,0.001,0.001,-2.0,-6.0,-6.0,-3.0,0.0,1
331,0.0,7814252.0,-0.0078419572280427,3739690.0,6914387.0,389000.0,0.0,0.0,0.0,2.0,0.001,2.0,-1.0,0.0,1.0,1.0,0
332,-1.0,34420351.0,0.0147838943429956,39501010.0,3680499.0,3004273.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-1.0,-1.0,2.0,1
333,0.0,26645981.0,-0.0008698544417213,18249910.0,11501336.0,4266899.0,0.0,0.0,1.0,-1.0,0.001,0.0,1.0,1.0,1.0,-1.0,1
