°í°´¹øÈ£,A¹æ¹®È½¼ö,B¹æ¹®È½¼ö,C¹æ¹®È½¼ö,D¹æ¹®È½¼ö,½Å±Ô°í°´,¸íÇ°±¸¸ÅÀÚ
531,219.0,7.0,18.0,0.0,1.0,2.0
532,218.0,16.0,2.0,1.0,1.0,2.0
533,2.0,346.0,3.0,0.0,1.0,0.0
534,472.0,1.0,1.0,0.0,1.0,0.0
535,309.0,17.0,43.0,0.0,1.0,2.0
536,329.0,40.0,1.0,0.0,1.0,0.0
537,1.0,351.0,129.0,0.0,1.0,0.0
538,337.0,1.0,8.0,0.0,1.0,2.0
539,348.0,45.0,1.0,0.0,1.0,2.0
540,367.0,103.0,11.0,0.0,1.0,0.0
541,177.0,305.0,5.0,0.0,1.0,0.0
542,312.0,43.0,16.0,0.0,1.0,2.0
543,249.0,40.0,8.0,0.0,1.0,0.0
544,430.0,3.0,49.0,0.0,1.0,2.0
545,301.0,3.0,0.0,24.0,1.0,2.0
546,213.0,4.0,1.0,0.0,1.0,2.0
547,125.0,426.0,100.0,0.0,1.0,2.0
548,302.0,167.0,4.0,8.0,1.0,0.0
549,268.0,11.0,29.0,0.0,1.0,2.0
550,371.0,95.0,5.0,1.0,1.0,2.0
551,28.0,354.0,17.0,0.0,1.0,2.0
552,415.0,42.0,3.0,0.0,1.0,2.0
553,259.0,19.0,0.0,4.0,1.0,2.0
554,371.0,2.0,10.0,4.0,1.0,2.0
555,71.0,383.0,5.0,0.0,1.0,2.0
556,26.0,339.0,5.0,0.0,1.0,0.0
557,30.0,385.0,4.0,0.0,1.0,0.0
558,285.0,11.0,0.0,19.0,1.0,2.0
559,265.0,1.0,24.0,0.0,1.0,2.0
560,305.0,2.0,3.0,0.0,1.0,2.0
561,326.0,3.0,99.0,0.0,1.0,2.0
562,280.0,2.0,1.0,0.0,1.0,2.0
563,127.0,320.0,19.0,1.0,1.0,0.0
564,308.0,2.0,47.0,0.0,1.0,2.0
565,348.0,2.0,17.0,0.0,1.0,2.0
566,406.0,4.0,1.0,0.0,1.0,2.0
567,296.0,78.0,7.0,0.0,1.0,2.0
568,10.0,48.0,482.0,0.0,1.0,0.0
569,432.0,14.0,0.0,6.0,1.0,2.0
570,1.0,1.0,601.0,0.0,1.0,0.0
571,344.0,53.0,19.0,0.0,1.0,2.0
572,300.0,52.0,7.0,0.0,1.0,2.0
573,87.0,351.0,6.0,0.0,1.0,0.0
574,321.0,99.0,11.0,0.0,1.0,2.0
575,265.0,100.0,1.0,0.0,1.0,0.0
576,255.0,40.0,47.0,0.0,1.0,2.0
577,364.0,64.0,15.0,0.0,1.0,2.0
578,365.0,116.0,44.0,0.0,1.0,2.0
579,1.0,294.0,1.0,0.0,1.0,0.0
580,234.0,76.0,4.0,0.0,1.0,0.0
581,369.0,24.0,109.0,0.0,1.0,0.0
582,311.0,17.0,0.0,1.0,1.0,0.0
583,1.0,450.0,1.0,0.0,1.0,2.0
584,301.0,17.0,4.0,0.0,1.0,2.0
585,374.0,77.0,13.0,0.0,1.0,2.0
586,308.0,14.0,1.0,0.0,1.0,2.0
587,422.0,1.0,0.0,1.0,1.0,2.0
588,272.0,8.0,382.0,0.0,1.0,2.0
589,332.0,23.0,32.0,0.0,1.0,2.0
590,347.0,5.0,150.0,3.0,1.0,2.0
591,7.0,2.0,456.0,1.0,1.0,0.0
592,364.0,1.0,194.0,0.0,1.0,2.0
593,338.0,5.0,0.0,0.0,1.0,2.0
594,267.0,15.0,9.0,0.0,1.0,2.0
595,277.0,3.0,11.0,0.0,1.0,2.0
596,317.0,2.0,0.0,0.0,1.0,2.0
597,377.0,7.0,19.0,0.0,1.0,2.0
598,248.0,2.0,126.0,1.0,1.0,2.0
599,245.0,37.0,218.0,0.0,1.0,2.0
600,126.0,273.0,1.0,0.0,1.0,2.0
601,538.0,0.0,0.0,0.0,1.0,2.0
602,264.0,10.0,2.0,4.0,1.0,2.0
603,310.0,17.0,14.0,2.0,1.0,2.0
604,363.0,2.0,8.0,0.0,1.0,2.0
605,1.0,3.0,447.0,0.0,1.0,0.0
606,233.0,45.0,7.0,0.0,1.0,2.0
607,254.0,52.0,148.0,0.0,1.0,2.0
608,440.0,233.0,22.0,0.0,1.0,2.0
609,6.0,424.0,12.0,0.0,1.0,0.0
610,262.0,0.0,0.0,1.0,1.0,2.0
611,322.0,4.0,22.0,0.0,1.0,2.0
612,253.0,3.0,20.0,1.0,1.0,0.0
613,314.0,49.0,195.0,0.0,1.0,2.0
614,413.0,0.0,15.0,0.0,1.0,2.0
615,377.0,27.0,11.0,0.0,1.0,2.0
616,19.0,515.0,1.0,0.0,1.0,0.0
617,367.0,167.0,26.0,1.0,1.0,2.0
618,322.0,40.0,32.0,1.0,1.0,2.0
619,5.0,79.0,604.0,0.0,1.0,0.0
620,295.0,2.0,1.0,0.0,1.0,2.0
621,3.0,391.0,2.0,0.0,1.0,0.0
622,337.0,62.0,43.0,1.0,1.0,2.0
623,54.0,323.0,61.0,1.0,1.0,0.0
624,2.0,308.0,56.0,0.0,1.0,0.0
625,541.0,4.0,33.0,1.0,1.0,2.0
626,2.0,315.0,14.0,0.0,1.0,0.0
627,278.0,0.0,25.0,0.0,1.0,2.0
628,73.0,29.0,411.0,0.0,1.0,2.0
629,71.0,369.0,38.0,0.0,1.0,2.0
630,360.0,33.0,1.0,0.0,1.0,2.0
631,385.0,24.0,3.0,0.0,1.0,2.0
632,272.0,2.0,13.0,0.0,1.0,2.0
633,321.0,178.0,0.0,19.0,1.0,2.0
634,259.0,1.0,0.0,0.0,1.0,2.0
635,347.0,4.0,124.0,0.0,1.0,2.0
636,323.0,5.0,3.0,0.0,1.0,2.0
637,398.0,156.0,0.0,0.0,1.0,0.0
638,245.0,51.0,0.0,2.0,1.0,2.0
639,255.0,3.0,204.0,0.0,1.0,2.0
640,373.0,46.0,2.0,0.0,1.0,2.0
641,355.0,15.0,1.0,0.0,1.0,2.0
642,371.0,1.0,10.0,0.0,1.0,2.0
643,272.0,9.0,3.0,0.0,1.0,2.0
644,240.0,5.0,199.0,0.0,1.0,2.0
645,465.0,51.0,88.0,0.0,1.0,2.0
646,33.0,522.0,6.0,0.0,1.0,0.0
647,16.0,3.0,587.0,0.0,1.0,0.0
648,330.0,1.0,13.0,0.0,1.0,2.0
649,354.0,3.0,0.0,7.0,1.0,0.0
650,11.0,184.0,49.0,0.0,1.0,0.0
651,227.0,9.0,1.0,1.0,1.0,2.0
652,308.0,11.0,56.0,0.0,1.0,0.0
653,6.0,358.0,12.0,0.0,1.0,0.0
654,305.0,11.0,91.0,0.0,1.0,2.0
655,10.0,542.0,3.0,0.0,1.0,0.0
656,324.0,6.0,1.0,0.0,1.0,2.0
657,423.0,2.0,3.0,0.0,1.0,2.0
658,249.0,49.0,1.0,1.0,1.0,2.0
659,1.0,357.0,0.0,1.0,1.0,0.0
660,1.0,1.0,676.0,0.0,1.0,0.0
661,114.0,211.0,3.0,0.0,1.0,2.0
662,1.0,276.0,5.0,0.0,1.0,0.0
663,1.0,23.0,768.0,1.0,1.0,0.0
664,282.0,9.0,18.0,0.0,1.0,2.0
665,85.0,452.0,1.0,0.0,1.0,0.0
666,8.0,4.0,559.0,0.0,1.0,0.0
667,295.0,31.0,66.0,0.0,1.0,0.0
668,1.0,0.0,847.0,0.0,1.0,0.0
669,263.0,8.0,2.0,0.0,1.0,2.0
670,332.0,1.0,154.0,0.0,1.0,2.0
671,45.0,281.0,98.0,0.0,1.0,0.0
672,331.0,7.0,7.0,0.0,1.0,2.0
673,299.0,2.0,0.0,0.0,1.0,0.0
674,278.0,11.0,8.0,0.0,1.0,2.0
675,190.0,343.0,6.0,0.0,1.0,0.0
676,353.0,33.0,1.0,0.0,1.0,2.0
677,121.0,379.0,7.0,0.0,1.0,2.0
678,2.0,329.0,2.0,0.0,1.0,0.0
679,5.0,16.0,429.0,0.0,1.0,0.0
680,224.0,392.0,1.0,0.0,1.0,0.0
681,246.0,9.0,4.0,0.0,1.0,2.0
682,1.0,382.0,1.0,0.0,1.0,0.0
683,25.0,320.0,1.0,0.0,1.0,0.0
684,232.0,4.0,5.0,0.0,1.0,0.0
685,33.0,2.0,483.0,0.0,1.0,0.0
686,322.0,1.0,71.0,0.0,1.0,2.0
687,270.0,1.0,15.0,0.0,1.0,2.0
688,8.0,297.0,32.0,0.0,1.0,0.0
689,295.0,3.0,5.0,0.0,1.0,2.0
690,315.0,99.0,0.0,1.0,1.0,0.0
691,369.0,36.0,1.0,1.0,1.0,2.0
692,90.0,468.0,3.0,2.0,1.0,2.0
693,378.0,30.0,70.0,0.0,1.0,2.0
694,278.0,56.0,13.0,0.0,1.0,2.0
695,392.0,4.0,48.0,0.0,1.0,0.0
696,216.0,5.0,5.0,5.0,1.0,2.0
697,253.0,6.0,3.0,2.0,1.0,2.0
698,341.0,2.0,1.0,0.0,1.0,2.0
699,24.0,53.0,796.0,0.0,1.0,0.0
700,15.0,1.0,785.0,0.0,1.0,2.0
701,428.0,2.0,139.0,0.0,1.0,2.0
702,64.0,507.0,0.0,3.0,1.0,0.0
703,269.0,10.0,0.0,2.0,1.0,2.0
704,405.0,13.0,0.0,1.0,1.0,2.0
705,97.0,415.0,1.0,0.0,1.0,0.0
706,29.0,358.0,0.0,0.0,1.0,2.0
707,332.0,1.0,7.0,0.0,1.0,2.0
708,350.0,41.0,88.0,0.0,1.0,2.0
709,286.0,2.0,229.0,0.0,1.0,0.0
710,48.0,356.0,6.0,0.0,1.0,0.0
711,341.0,0.0,0.0,0.0,1.0,2.0
712,222.0,45.0,31.0,0.0,1.0,2.0
713,409.0,48.0,1.0,0.0,1.0,2.0
714,83.0,419.0,1.0,0.0,1.0,0.0
715,310.0,13.0,2.0,0.0,1.0,2.0
716,289.0,325.0,12.0,0.0,1.0,2.0
717,232.0,4.0,6.0,0.0,1.0,2.0
718,265.0,8.0,22.0,0.0,1.0,2.0
719,141.0,423.0,1.0,0.0,1.0,0.0
720,9.0,345.0,1.0,0.0,1.0,0.0
721,2.0,301.0,10.0,0.0,1.0,0.0
722,1.0,515.0,2.0,0.0,1.0,0.0
723,170.0,344.0,61.0,0.0,1.0,2.0
724,2.0,335.0,2.0,0.0,1.0,0.0
725,61.0,445.0,11.0,0.0,1.0,0.0
726,33.0,379.0,1.0,0.0,1.0,0.0
727,366.0,75.0,3.0,0.0,1.0,2.0
728,282.0,28.0,4.0,4.0,1.0,2.0
729,277.0,64.0,6.0,0.0,1.0,2.0
730,174.0,346.0,1.0,0.0,1.0,2.0
731,16.0,343.0,5.0,0.0,1.0,2.0
732,389.0,6.0,2.0,0.0,1.0,2.0
733,369.0,296.0,2.0,0.0,1.0,2.0
734,32.0,398.0,9.0,0.0,1.0,0.0
735,322.0,32.0,8.0,0.0,1.0,2.0
736,337.0,1.0,110.0,0.0,1.0,2.0
737,180.0,371.0,104.0,0.0,1.0,2.0
738,41.0,381.0,1.0,0.0,1.0,2.0
739,21.0,450.0,2.0,0.0,1.0,2.0
740,2.0,332.0,16.0,0.0,1.0,0.0
741,18.0,398.0,93.0,0.0,1.0,0.0
742,394.0,79.0,2.0,1.0,1.0,2.0
743,41.0,431.0,2.0,0.0,1.0,0.0
744,66.0,313.0,572.0,0.0,1.0,0.0
745,278.0,22.0,187.0,0.0,1.0,0.0
746,367.0,11.0,4.0,0.0,1.0,2.0
747,393.0,95.0,1.0,0.0,1.0,2.0
748,637.0,1.0,1.0,0.0,1.0,2.0
749,42.0,408.0,80.0,0.0,1.0,2.0
750,11.0,382.0,5.0,0.0,1.0,0.0
751,2.0,1.0,443.0,0.0,1.0,0.0
752,384.0,0.0,0.0,0.0,1.0,2.0
753,49.0,1.0,576.0,0.0,1.0,0.0
754,247.0,10.0,24.0,0.0,1.0,2.0
755,325.0,260.0,10.0,1.0,1.0,2.0
756,139.0,46.0,480.0,0.0,1.0,2.0
757,275.0,4.0,33.0,0.0,1.0,2.0
758,522.0,32.0,0.0,0.0,1.0,2.0
759,368.0,131.0,63.0,0.0,1.0,0.0
760,67.0,355.0,38.0,1.0,1.0,0.0
761,24.0,1.0,503.0,0.0,1.0,0.0
762,30.0,53.0,550.0,0.0,1.0,0.0
763,287.0,54.0,1.0,0.0,1.0,2.0
764,364.0,103.0,26.0,0.0,1.0,2.0
765,269.0,3.0,0.0,1.0,1.0,2.0
766,85.0,422.0,5.0,0.0,1.0,2.0
767,112.0,3.0,533.0,0.0,1.0,2.0
768,292.0,1.0,51.0,0.0,1.0,0.0
769,232.0,348.0,2.0,0.0,1.0,2.0
770,331.0,16.0,1.0,1.0,1.0,2.0
771,207.0,104.0,2.0,0.0,1.0,2.0
772,468.0,32.0,25.0,11.0,1.0,2.0
773,309.0,19.0,66.0,1.0,1.0,2.0
774,182.0,69.0,1.0,0.0,1.0,2.0
775,306.0,2.0,110.0,0.0,1.0,2.0
776,18.0,275.0,3.0,0.0,1.0,0.0
777,327.0,21.0,142.0,0.0,1.0,2.0
778,28.0,377.0,55.0,0.0,1.0,0.0
779,271.0,248.0,2.0,24.0,1.0,2.0
780,360.0,173.0,3.0,0.0,1.0,2.0
781,405.0,12.0,16.0,2.0,1.0,2.0
782,3.0,2.0,549.0,0.0,1.0,0.0
783,274.0,5.0,1.0,0.0,1.0,2.0
784,319.0,12.0,10.0,0.0,1.0,2.0
785,310.0,1.0,3.0,0.0,1.0,0.0
786,285.0,12.0,3.0,0.0,1.0,2.0
787,370.0,6.0,0.0,1.0,1.0,2.0
788,185.0,13.0,487.0,1.0,1.0,2.0
789,287.0,1.0,2.0,0.0,1.0,2.0
790,2.0,353.0,11.0,0.0,1.0,0.0
791,187.0,32.0,542.0,0.0,1.0,2.0
792,325.0,1.0,1.0,0.0,1.0,2.0
793,0.0,49.0,560.0,1.0,1.0,0.0
794,271.0,1.0,0.0,1.0,1.0,0.0
795,371.0,2.0,46.0,0.0,1.0,2.0
796,226.0,327.0,65.0,0.0,1.0,2.0
797,443.0,77.0,0.0,0.0,1.0,2.0
798,3.0,4.0,508.0,0.0,1.0,0.0
799,213.0,34.0,34.0,2.0,1.0,2.0
800,271.0,139.0,52.0,0.0,1.0,2.0
801,337.0,24.0,15.0,0.0,1.0,2.0
802,137.0,456.0,1.0,0.0,1.0,2.0
803,391.0,3.0,6.0,0.0,1.0,2.0
804,3.0,2.0,737.0,0.0,1.0,0.0
805,7.0,1.0,451.0,0.0,1.0,0.0
806,399.0,1.0,1.0,1.0,1.0,2.0
807,322.0,31.0,6.0,0.0,1.0,2.0
808,365.0,7.0,9.0,1.0,1.0,2.0
809,285.0,360.0,1.0,2.0,1.0,2.0
810,311.0,12.0,3.0,0.0,1.0,2.0
811,377.0,31.0,6.0,0.0,1.0,2.0
812,230.0,9.0,1.0,0.0,1.0,0.0
813,2.0,8.0,782.0,0.0,1.0,0.0
814,219.0,10.0,57.0,0.0,1.0,2.0
815,237.0,2.0,1.0,0.0,1.0,2.0
816,267.0,64.0,1.0,1.0,1.0,0.0
817,450.0,6.0,1.0,0.0,1.0,2.0
818,102.0,377.0,1.0,0.0,1.0,2.0
819,434.0,23.0,3.0,0.0,1.0,2.0
820,9.0,323.0,0.0,8.0,1.0,0.0
821,5.0,3.0,482.0,0.0,1.0,0.0
822,51.0,370.0,6.0,0.0,1.0,2.0
823,494.0,29.0,6.0,6.0,1.0,2.0
824,111.0,456.0,5.0,0.0,1.0,2.0
825,260.0,9.0,1.0,0.0,1.0,2.0
826,11.0,413.0,1.0,11.0,1.0,0.0
827,368.0,46.0,0.0,2.0,1.0,2.0
828,366.0,2.0,2.0,0.0,1.0,0.0
829,54.0,336.0,5.0,0.0,1.0,0.0
830,46.0,328.0,6.0,0.0,1.0,2.0
831,9.0,9.0,471.0,0.0,1.0,2.0
832,474.0,2.0,38.0,0.0,1.0,2.0
833,418.0,115.0,47.0,0.0,1.0,2.0
834,5.0,453.0,1.0,0.0,1.0,2.0
835,78.0,389.0,1.0,0.0,1.0,2.0
836,1.0,476.0,3.0,0.0,1.0,0.0
837,33.0,2.0,441.0,0.0,1.0,2.0
838,498.0,2.0,80.0,0.0,1.0,2.0
839,255.0,220.0,26.0,11.0,1.0,2.0
840,178.0,8.0,1.0,47.0,1.0,2.0
841,302.0,10.0,60.0,0.0,1.0,2.0
842,290.0,10.0,32.0,0.0,1.0,2.0
843,6.0,304.0,16.0,0.0,1.0,0.0
844,418.0,40.0,0.0,4.0,1.0,2.0
845,252.0,5.0,2.0,0.0,1.0,2.0
846,326.0,13.0,147.0,0.0,1.0,0.0
847,296.0,2.0,46.0,0.0,1.0,2.0
848,307.0,25.0,5.0,0.0,1.0,2.0
849,9.0,469.0,4.0,0.0,1.0,0.0
850,291.0,35.0,26.0,0.0,1.0,2.0
851,190.0,2.0,83.0,0.0,1.0,0.0
852,345.0,0.0,203.0,1.0,1.0,2.0
853,406.0,1.0,1.0,0.0,1.0,0.0
854,88.0,383.0,7.0,0.0,1.0,0.0
855,222.0,1.0,76.0,0.0,1.0,2.0
856,262.0,18.0,1.0,0.0,1.0,2.0
857,483.0,2.0,2.0,0.0,1.0,2.0
858,420.0,41.0,3.0,1.0,1.0,2.0
859,343.0,124.0,5.0,4.0,1.0,2.0
860,0.0,383.0,2.0,1.0,1.0,0.0
861,350.0,24.0,2.0,0.0,1.0,2.0
862,5.0,375.0,19.0,0.0,1.0,0.0
863,368.0,82.0,17.0,1.0,1.0,2.0
864,64.0,298.0,16.0,0.0,1.0,0.0
865,404.0,12.0,13.0,0.0,1.0,2.0
866,375.0,8.0,8.0,0.0,1.0,2.0
867,165.0,9.0,557.0,0.0,1.0,2.0
868,545.0,82.0,7.0,0.0,1.0,2.0
869,385.0,23.0,25.0,0.0,1.0,2.0
870,379.0,1.0,1.0,0.0,1.0,2.0
871,10.0,323.0,2.0,0.0,1.0,0.0
872,264.0,3.0,0.0,3.0,1.0,2.0
873,506.0,100.0,7.0,1.0,1.0,2.0
874,454.0,2.0,146.0,0.0,1.0,2.0
875,329.0,266.0,6.0,1.0,1.0,2.0
876,20.0,0.0,591.0,0.0,1.0,0.0
877,13.0,381.0,1.0,0.0,1.0,0.0
878,464.0,18.0,17.0,0.0,1.0,2.0
879,319.0,2.0,268.0,1.0,1.0,2.0
880,322.0,120.0,0.0,0.0,1.0,2.0
881,1.0,44.0,604.0,0.0,1.0,0.0
882,273.0,39.0,9.0,0.0,1.0,2.0
883,281.0,8.0,0.0,0.0,1.0,2.0
884,367.0,8.0,119.0,0.0,1.0,2.0
885,307.0,9.0,26.0,0.0,1.0,2.0
886,234.0,83.0,31.0,0.0,1.0,2.0
887,391.0,162.0,23.0,0.0,1.0,2.0
888,49.0,218.0,8.0,0.0,1.0,0.0
889,295.0,405.0,2.0,0.0,1.0,2.0
890,337.0,8.0,4.0,0.0,1.0,2.0
891,135.0,265.0,1.0,0.0,1.0,0.0
892,3.0,424.0,7.0,0.0,1.0,0.0
893,379.0,1.0,183.0,0.0,1.0,0.0
894,289.0,67.0,29.0,0.0,1.0,2.0
895,304.0,40.0,41.0,0.0,1.0,0.0
896,6.0,377.0,0.0,2.0,1.0,0.0
897,426.0,20.0,5.0,0.0,1.0,2.0
898,413.0,175.0,0.0,1.0,1.0,2.0
899,334.0,20.0,37.0,0.0,1.0,2.0
900,8.0,366.0,10.0,0.0,1.0,0.0
901,26.0,18.0,580.0,0.0,1.0,2.0
902,2.0,2.0,487.0,0.0,1.0,0.0
903,235.0,474.0,235.0,0.0,1.0,2.0
904,324.0,3.0,2.0,1.0,1.0,2.0
905,366.0,0.0,23.0,0.0,1.0,2.0
906,71.0,406.0,6.0,0.0,1.0,0.0
907,412.0,2.0,0.0,1.0,1.0,2.0
908,44.0,89.0,6.0,0.0,1.0,0.0
909,5.0,462.0,64.0,0.0,1.0,0.0
910,16.0,378.0,42.0,0.0,1.0,0.0
911,368.0,134.0,1.0,1.0,1.0,2.0
912,392.0,13.0,1.0,1.0,1.0,0.0
913,578.0,2.0,0.0,2.0,1.0,0.0
914,507.0,99.0,2.0,0.0,1.0,2.0
915,277.0,44.0,19.0,5.0,1.0,2.0
916,341.0,7.0,3.0,0.0,1.0,2.0
917,4.0,3.0,465.0,0.0,1.0,0.0
918,319.0,105.0,7.0,0.0,1.0,2.0
919,387.0,10.0,2.0,5.0,1.0,2.0
920,345.0,10.0,127.0,0.0,1.0,2.0
921,19.0,383.0,0.0,1.0,1.0,0.0
922,5.0,370.0,3.0,0.0,1.0,0.0
923,382.0,2.0,8.0,0.0,1.0,2.0
924,341.0,6.0,1.0,0.0,1.0,2.0
925,355.0,2.0,0.0,0.0,1.0,2.0
926,2.0,371.0,2.0,0.0,1.0,2.0
927,428.0,35.0,0.0,1.0,1.0,2.0
928,605.0,351.0,35.0,0.0,1.0,2.0
929,282.0,1.0,11.0,0.0,1.0,2.0
930,5.0,460.0,15.0,0.0,1.0,0.0
931,282.0,4.0,5.0,0.0,1.0,2.0
932,21.0,417.0,1.0,0.0,1.0,0.0
933,7.0,314.0,2.0,0.0,1.0,0.0
934,347.0,228.0,13.0,0.0,1.0,2.0
935,303.0,8.0,6.0,0.0,1.0,2.0
936,499.0,1.0,3.0,0.0,1.0,2.0
937,266.0,40.0,2.0,0.0,1.0,2.0
938,2.0,425.0,0.0,0.0,1.0,0.0
939,325.0,12.0,22.0,0.0,1.0,2.0
940,10.0,573.0,1.0,0.0,1.0,0.0
941,373.0,29.0,3.0,0.0,1.0,2.0
942,13.0,6.0,696.0,0.0,1.0,0.0
943,284.0,528.0,11.0,2.0,1.0,2.0
944,305.0,3.0,493.0,0.0,1.0,2.0
945,56.0,400.0,2.0,0.0,1.0,0.0
946,238.0,5.0,23.0,0.0,1.0,2.0
947,426.0,39.0,16.0,1.0,1.0,2.0
948,170.0,8.0,0.0,1.0,1.0,2.0
949,396.0,8.0,20.0,0.0,1.0,2.0
950,45.0,334.0,0.0,3.0,1.0,2.0
951,35.0,502.0,1.0,2.0,1.0,0.0
952,288.0,28.0,0.0,1.0,1.0,2.0
953,409.0,11.0,2.0,0.0,1.0,2.0
954,341.0,1.0,24.0,0.0,1.0,0.0
955,478.0,228.0,0.0,0.0,1.0,2.0
956,5.0,303.0,22.0,0.0,1.0,0.0
957,341.0,62.0,0.0,0.0,1.0,2.0
958,296.0,7.0,0.0,1.0,1.0,2.0
959,291.0,0.0,17.0,9.0,1.0,2.0
960,584.0,65.0,32.0,4.0,1.0,2.0
961,9.0,399.0,1.0,0.0,1.0,0.0
962,328.0,3.0,1.0,0.0,1.0,2.0
963,310.0,72.0,6.0,1.0,1.0,2.0
964,9.0,486.0,1.0,0.0,1.0,0.0
965,310.0,154.0,1.0,0.0,1.0,2.0
966,340.0,23.0,1.0,0.0,1.0,2.0
967,9.0,264.0,2.0,0.0,1.0,0.0
968,355.0,126.0,1.0,0.0,1.0,0.0
969,144.0,360.0,37.0,5.0,1.0,2.0
970,207.0,0.0,61.0,0.0,1.0,2.0
971,175.0,301.0,1.0,0.0,1.0,2.0
972,321.0,33.0,2.0,0.0,1.0,2.0
973,399.0,9.0,79.0,2.0,1.0,2.0
974,355.0,1.0,2.0,0.0,1.0,2.0
975,93.0,286.0,4.0,0.0,1.0,2.0
976,2.0,2.0,699.0,0.0,1.0,0.0
977,302.0,4.0,38.0,2.0,1.0,2.0
978,200.0,14.0,6.0,19.0,1.0,2.0
979,1.0,501.0,1.0,0.0,1.0,0.0
980,96.0,377.0,0.0,2.0,1.0,2.0
981,19.0,342.0,27.0,1.0,1.0,0.0
982,510.0,19.0,0.0,0.0,1.0,2.0
983,60.0,439.0,1.0,0.0,1.0,2.0
984,424.0,0.0,3.0,1.0,1.0,2.0
985,333.0,7.0,1.0,0.0,1.0,2.0
986,310.0,98.0,102.0,0.0,1.0,2.0
987,1.0,2.0,417.0,0.0,1.0,0.0
988,11.0,364.0,1.0,0.0,1.0,0.0
989,309.0,9.0,27.0,0.0,1.0,2.0
990,293.0,3.0,13.0,1.0,1.0,2.0
991,323.0,28.0,70.0,0.0,1.0,2.0
992,313.0,107.0,101.0,1.0,1.0,2.0
993,316.0,17.0,13.0,0.0,1.0,2.0
994,283.0,71.0,38.0,0.0,1.0,2.0
995,120.0,294.0,1.0,3.0,1.0,2.0
996,319.0,11.0,25.0,1.0,1.0,2.0
997,272.0,10.0,136.0,0.0,1.0,2.0
998,387.0,22.0,32.0,0.0,1.0,2.0
999,351.0,55.0,5.0,0.0,1.0,2.0
1000,28.0,18.0,559.0,1.0,1.0,0.0
1001,325.0,30.0,23.0,0.0,1.0,0.0
1002,411.0,31.0,6.0,0.0,1.0,2.0
1003,3.0,422.0,1.0,0.0,1.0,0.0
1004,257.0,34.0,10.0,6.0,1.0,2.0
1005,338.0,13.0,66.0,0.0,1.0,2.0
1006,176.0,439.0,1.0,0.0,1.0,2.0
1007,24.0,43.0,0.0,0.0,1.0,0.0
1008,276.0,39.0,6.0,2.0,1.0,2.0
1009,6.0,372.0,1.0,0.0,1.0,0.0
1010,41.0,3.0,481.0,0.0,1.0,0.0
1011,296.0,16.0,2.0,0.0,1.0,2.0
1012,9.0,26.0,724.0,0.0,1.0,0.0
1013,333.0,12.0,17.0,0.0,1.0,2.0
1014,292.0,7.0,4.0,0.0,1.0,2.0
1015,284.0,2.0,14.0,0.0,1.0,0.0
1016,101.0,5.0,514.0,0.0,1.0,2.0
1017,430.0,1.0,36.0,0.0,1.0,2.0
1018,516.0,52.0,3.0,0.0,1.0,2.0
1019,315.0,11.0,12.0,0.0,1.0,2.0
1020,419.0,46.0,1.0,0.0,1.0,2.0
1021,12.0,463.0,2.0,0.0,1.0,0.0
1022,291.0,23.0,3.0,0.0,1.0,2.0
1023,39.0,7.0,688.0,0.0,1.0,2.0
1024,75.0,340.0,1.0,0.0,1.0,0.0
1025,275.0,20.0,0.0,6.0,1.0,2.0
1026,271.0,44.0,2.0,0.0,1.0,2.0
1027,314.0,30.0,0.0,1.0,1.0,2.0
1028,356.0,34.0,48.0,0.0,1.0,2.0
1029,344.0,164.0,330.0,9.0,1.0,0.0
1030,243.0,1.0,3.0,2.0,1.0,0.0
1031,9.0,5.0,580.0,0.0,1.0,0.0
1032,294.0,14.0,30.0,1.0,1.0,2.0
1033,330.0,38.0,4.0,0.0,1.0,2.0
1034,2.0,3.0,474.0,0.0,1.0,0.0
1035,3.0,439.0,13.0,3.0,1.0,0.0
1036,338.0,3.0,45.0,1.0,1.0,2.0
1037,46.0,1.0,537.0,0.0,1.0,0.0
1038,306.0,65.0,36.0,0.0,1.0,2.0
1039,307.0,114.0,97.0,0.0,1.0,0.0
1040,298.0,8.0,7.0,0.0,1.0,2.0
1041,1.0,435.0,1.0,0.0,1.0,0.0
1042,318.0,77.0,1.0,0.0,1.0,2.0
1043,298.0,1.0,14.0,0.0,1.0,0.0
1044,277.0,2.0,8.0,1.0,1.0,2.0
1045,335.0,2.0,2.0,0.0,1.0,2.0
1046,347.0,8.0,0.0,0.0,1.0,0.0
1047,476.0,1.0,9.0,0.0,1.0,2.0
1048,7.0,434.0,3.0,0.0,1.0,0.0
1049,277.0,21.0,0.0,2.0,1.0,0.0
1050,16.0,403.0,51.0,0.0,1.0,0.0
1051,1.0,427.0,1.0,0.0,1.0,0.0
1052,86.0,330.0,1.0,0.0,1.0,0.0
1053,217.0,3.0,5.0,0.0,1.0,2.0
1054,49.0,339.0,14.0,0.0,1.0,0.0
1055,32.0,405.0,1.0,1.0,1.0,2.0
1056,46.0,283.0,1.0,0.0,1.0,2.0
1057,376.0,17.0,3.0,0.0,1.0,2.0
1058,246.0,3.0,25.0,0.0,1.0,2.0
1059,395.0,1.0,7.0,2.0,1.0,0.0
1060,241.0,357.0,4.0,1.0,1.0,2.0
1061,285.0,3.0,0.0,2.0,1.0,2.0
1062,276.0,2.0,284.0,0.0,1.0,0.0
